MySQL Parameter,PostgreSQL Parameter,Similarity
innodb-old-blocks-time=#,restore_command,0.80407727
read-buffer-size=#,transaction_isolation,0.80406296
binlog-cache-size=#,commit_delay,0.8040542
max-connections=#,superuser_reserved_connections,0.80403876
table-open-cache-instances=#,segment_size,0.8040347
innodb-log-file-size=#,syslog_sequence_numbers,0.804031
max-allowed-packet=#,temp_buffers,0.80397
myisam-sort-buffer-size=#,search_path,0.80395865
join-buffer-size=#,vacuum_cost_page_hit,0.8039466
replica-max-allowed-packet=#,max_pred_locks_per_transaction,0.803921
replica-max-allowed-packet=#,log_min_duration_sample,0.80391717
innodb-file-per-table,temp_buffers,0.8038399
join-buffer-size=#,log_line_prefix,0.80380344
binlog-cache-size=#,debug_assertions,0.80379987
innodb-write-io-threads=#,default_transaction_read_only,0.8037856
max-binlog-cache-size=#,temp_tablespaces,0.8037844
binlog-cache-size=#,jit_debugging_support,0.8037772
innodb-adaptive-hash-index-parts[=#],log_temp_files,0.8037752
key-buffer-size=#,primary_slot_name,0.8037166
innodb-write-io-threads=#,tcp_user_timeout,0.8037088
innodb-log-buffer-size=#,log_statement,0.80367804
sort-buffer-size=#,log_min_duration_sample,0.8036665
table-open-cache=#,log_min_duration_statement,0.8036494
key-cache-age-threshold=#,recovery_target_lsn,0.8036368
table-open-cache=#,dynamic_shared_memory_type,0.80357194
innodb-write-io-threads=#,autovacuum_work_mem,0.80355847
innodb-purge-threads[=#],autovacuum_work_mem,0.80355585
table-open-cache=#,segment_size,0.80353963
innodb-log-buffer-size=#,syslog_sequence_numbers,0.80352235
key-buffer-size=#,segment_size,0.8035157
innodb-write-io-threads=#,log_autovacuum_min_duration,0.80350244
join-buffer-size=#,jit_above_cost,0.80348605
bulk-insert-buffer-size=#,commit_delay,0.8034317
innodb-file-per-table,primary_slot_name,0.8034313
innodb-write-io-threads=#,wal_buffers,0.80342686
innodb-read-io-threads=#,temp_buffers,0.8033552
sort-buffer-size=#,primary_slot_name,0.80334365
innodb-buffer-pool-size=#,cursor_tuple_fraction,0.8033426
innodb-log-file-size=#,event_source,0.8033371
innodb-thread-concurrency=#,synchronous_commit,0.8033032
read-buffer-size=#,autovacuum_max_workers,0.80330276
innodb-old-blocks-time=#,archive_command,0.8032769
bulk-insert-buffer-size=#,max_function_args,0.80321205
key-cache-age-threshold=#,parallel_tuple_cost,0.80318046
innodb-io-capacity=#,default_text_search_config,0.80313766
mysqlx-max-connections[=#],temp_file_limit,0.8031159
innodb-adaptive-hash-index,hot_standby_feedback,0.8031024
binlog-cache-size=#,log_duration,0.8030746
innodb-buffer-pool-size=#,segment_size,0.803051
sort-buffer-size=#,superuser_reserved_connections,0.80305076
innodb-log-file-size=#,wal_compression,0.8030311
table-open-cache=#,idle_in_transaction_session_timeout,0.80302346
binlog-cache-size=#,client_connection_check_interval,0.80298805
read-buffer-size=#,syslog_split_messages,0.8029844
myisam-sort-buffer-size=#,wal_consistency_checking,0.8029709
mysqlx-max-allowed-packet[=#],wal_receiver_status_interval,0.8029628
innodb-purge-threads[=#],wal_skip_threshold,0.80294204
innodb-buffer-pool-size=#,log_autovacuum_min_duration,0.8029403
innodb-adaptive-hash-index-parts[=#],ssl_key_file,0.8029225
innodb-old-blocks-time=#,recovery_target_name,0.80291116
binlog-cache-size=#,enable_gathermerge,0.8029068
innodb-io-capacity=#,ignore_system_indexes,0.8028767
tmp-table-size=#,log_truncate_on_rotation,0.8028513
key-buffer-size=#,debug_print_rewritten,0.8028485
bulk-insert-buffer-size=#,log_parser_stats,0.8028127
innodb-log-file-size=#,log_truncate_on_rotation,0.80279416
innodb-io-capacity=#,vacuum_cost_page_miss,0.8027878
innodb-adaptive-hash-index-parts[=#],autovacuum_max_workers,0.802773
replica-max-allowed-packet=#,ssl_ca_file,0.8027725
max-binlog-cache-size=#,default_transaction_deferrable,0.80275714
join-buffer-size=#,listen_addresses,0.80275047
innodb-adaptive-hash-index-parts[=#],vacuum_cost_page_miss,0.8027432
innodb-sort-buffer-size=#,min_parallel_table_scan_size,0.8027164
innodb-sort-buffer-size=#,min_parallel_table_scan_size,0.8027164
sort-buffer-size=#,idle_session_timeout,0.80267096
innodb-buffer-pool-size=#,server_encoding,0.80263066
key-buffer-size=#,autovacuum_analyze_threshold,0.80258775
mysqlx-max-allowed-packet[=#],log_statement,0.8025806
max-allowed-packet=#,idle_session_timeout,0.8024965
max-connections=#,max_replication_slots,0.8024721
innodb-adaptive-hash-index-parts[=#],enable_parallel_hash,0.8024651
innodb-old-blocks-time=#,transaction_read_only,0.8024608
read-buffer-size=#,wal_sync_method,0.8024453
innodb-log-file-size=#,default_transaction_read_only,0.8024396
thread-cache-size=#,max_slot_wal_keep_size,0.8024268
innodb-buffer-pool-size=#,extra_float_digits,0.8024229
innodb-io-capacity=#,log_parameter_max_length_on_error,0.8023521
join-buffer-size=#,autovacuum_analyze_threshold,0.802331
innodb-io-capacity=#,event_source,0.80226296
read-rnd-buffer-size=#,idle_session_timeout,0.80225396
slave-max-allowed-packet=#,autovacuum_multixact_freeze_max_age,0.802246
innodb-adaptive-hash-index-parts[=#],debug_print_rewritten,0.8022301
myisam-sort-buffer-size=#,jit_inline_above_cost,0.80221975
innodb-thread-concurrency=#,syslog_ident,0.802217
key-cache-age-threshold=#,max_standby_archive_delay,0.8021604
slave-max-allowed-packet=#,server_version_num,0.8020719
innodb-flush-neighbors[=#],log_min_duration_sample,0.8020642
innodb-read-io-threads=#,temp_file_limit,0.8020511
innodb-log-file-size=#,work_mem,0.80202824
innodb-file-per-table,data_checksums,0.8020125
innodb-thread-concurrency=#,trace_notify,0.80197513
mysqlx-max-allowed-packet[=#],max_files_per_process,0.8019557
table-open-cache=#,allow_in_place_tablespaces,0.80193454
read-rnd-buffer-size=#,jit_above_cost,0.801931
innodb-thread-concurrency=#,checkpoint_completion_target,0.80191106
join-buffer-size=#,autovacuum_analyze_scale_factor,0.801875
innodb-io-capacity=#,dynamic_shared_memory_type,0.80187297
innodb-flush-neighbors[=#],max_pred_locks_per_transaction,0.80186856
innodb-adaptive-hash-index,commit_siblings,0.801864
innodb-adaptive-hash-index,enable_partition_pruning,0.8018565
binlog-cache-size=#,max_parallel_workers,0.80182004
mysqlx-max-connections[=#],max_worker_processes,0.80180943
mysqlx-max-allowed-packet[=#],log_min_duration_statement,0.8017899
binlog-cache-size=#,archive_cleanup_command,0.8017839
myisam-sort-buffer-size=#,primary_slot_name,0.8017658
tmp-table-size=#,maintenance_work_mem,0.8017635
binlog-cache-size=#,dynamic_shared_memory_type,0.8017576
innodb-io-capacity=#,idle_in_transaction_session_timeout,0.80175734
bulk-insert-buffer-size=#,recovery_init_sync_method,0.8017562
innodb-log-buffer-size=#,update_process_title,0.8017241
innodb-adaptive-hash-index-parts[=#],vacuum_cost_page_hit,0.80172
innodb-adaptive-hash-index,wal_skip_threshold,0.80171204
binlog-cache-size=#,enable_nestloop,0.8016726
sort-buffer-size=#,log_parameter_max_length,0.80166924
innodb-buffer-pool-size=#,wal_block_size,0.8016658
replica-max-allowed-packet=#,wal_buffers,0.80165946
read-rnd-buffer-size=#,autovacuum_vacuum_threshold,0.8016505
innodb-write-io-threads=#,temp_buffers,0.8016402
thread-cache-size=#,autovacuum_work_mem,0.8016305
innodb-flush-neighbors[=#],log_parameter_max_length,0.80162305
read-buffer-size=#,geqo_effort,0.801602
myisam-sort-buffer-size=#,vacuum_cost_page_hit,0.80152917
innodb-max-dirty-pages-pct=#,wal_init_zero,0.80152094
table-open-cache=#,autovacuum_analyze_scale_factor,0.80151266
key-buffer-size=#,server_version_num,0.8014728
key-buffer-size=#,xmlbinary,0.80146885
innodb-old-blocks-time=#,wal_sync_method,0.80145633
innodb-flush-neighbors[=#],shared_buffers,0.80145586
sort-buffer-size=#,autovacuum_vacuum_threshold,0.80145526
max-binlog-cache-size=#,enable_partition_pruning,0.8014475
bulk-insert-buffer-size=#,server_version_num,0.8014387
innodb-read-io-threads=#,tcp_user_timeout,0.80142915
innodb-io-capacity=#,data_sync_retry,0.80141383
innodb-purge-threads[=#],vacuum_cost_page_miss,0.8014079
max-allowed-packet=#,promote_trigger_file,0.8014041
innodb-adaptive-hash-index-parts[=#],hot_standby_feedback,0.8014036
mysqlx-max-connections[=#],max_identifier_length,0.80139995
max-allowed-packet=#,hot_standby_feedback,0.801388
key-buffer-size=#,archive_cleanup_command,0.801378
replica-max-allowed-packet=#,transaction_deferrable,0.80137193
innodb-buffer-pool-size=#,max_parallel_workers_per_gather,0.80134594
innodb-write-io-threads=#,max_standby_streaming_delay,0.80133563
mysqlx-max-connections[=#],jit_above_cost,0.8013175
innodb-log-buffer-size=#,random_page_cost,0.80131555
innodb-io-capacity=#,log_min_duration_statement,0.80129814
innodb-file-per-table,max_files_per_process,0.80127233
innodb-log-file-size=#,archive_cleanup_command,0.80123425
table-open-cache=#,max_connections,0.80122226
table-open-cache-instances=#,dynamic_shared_memory_type,0.80122066
innodb-file-per-table,wal_keep_size,0.8012204
innodb-read-io-threads=#,max_standby_archive_delay,0.80117995
innodb-thread-concurrency=#,ssl_crl_file,0.8011428
innodb-io-capacity=#,work_mem,0.80113983
binlog-cache-size=#,log_hostname,0.8011373
innodb-log-buffer-size=#,default_table_access_method,0.80108184
tmp-table-size=#,jit_optimize_above_cost,0.8010772
tmp-table-size=#,debug_print_rewritten,0.80104256
read-buffer-size=#,wal_keep_size,0.8010167
tmp-table-size=#,wal_skip_threshold,0.8009663
read-buffer-size=#,seq_page_cost,0.8009624
max-allowed-packet=#,idle_in_transaction_session_timeout,0.8009386
key-cache-age-threshold=#,wal_receiver_create_temp_slot,0.80086166
slave-max-allowed-packet=#,promote_trigger_file,0.8008541
sort-buffer-size=#,jit_dump_bitcode,0.80085146
innodb-read-io-threads=#,vacuum_cost_page_hit,0.80081534
innodb-io-capacity=#,wal_buffers,0.8007895
innodb-log-file-size=#,log_parameter_max_length_on_error,0.80078125
binlog-cache-size=#,default_transaction_deferrable,0.8007417
bulk-insert-buffer-size=#,idle_in_transaction_session_timeout,0.8007389
table-open-cache-instances=#,log_min_duration_sample,0.8007107
innodb-file-per-table,log_destination,0.8006711
key-buffer-size=#,xmloption,0.80065453
innodb-adaptive-hash-index-parts[=#],max_replication_slots,0.8006284
innodb-adaptive-hash-index-parts[=#],update_process_title,0.80061567
innodb-thread-concurrency=#,jit_debugging_support,0.80054307
myisam-sort-buffer-size=#,debug_print_rewritten,0.8004912
innodb-adaptive-hash-index-parts[=#],default_transaction_deferrable,0.80048627
innodb-log-file-size=#,log_parameter_max_length,0.80046856
innodb-log-file-size=#,default_text_search_config,0.80043554
innodb-log-buffer-size=#,wal_consistency_checking,0.8004138
innodb-write-io-threads=#,jit_dump_bitcode,0.8003955
myisam-sort-buffer-size=#,join_collapse_limit,0.80034804
innodb-old-blocks-time=#,synchronous_commit,0.8003316
innodb-thread-concurrency=#,max_parallel_workers_per_gather,0.8003146
read-rnd-buffer-size=#,jit_inline_above_cost,0.8002881
read-buffer-size=#,promote_trigger_file,0.8002303
max-binlog-cache-size=#,data_directory_mode,0.8002037
innodb-old-blocks-time=#,log_min_duration_statement,0.8002008
innodb-old-blocks-time=#,transaction_isolation,0.80018747
read-rnd-buffer-size=#,archive_timeout,0.800179
innodb-io-capacity=#,jit_above_cost,0.8001021
innodb-sort-buffer-size=#,min_parallel_index_scan_size,0.80008614
innodb-sort-buffer-size=#,min_parallel_index_scan_size,0.80008614
innodb-buffer-pool-size=#,seq_page_cost,0.80008256
innodb-thread-concurrency=#,debug_print_rewritten,0.8000667
binlog-cache-size=#,effective_cache_size,0.80006653
table-open-cache=#,enable_partition_pruning,0.8000289
innodb-adaptive-hash-index-parts[=#],log_truncate_on_rotation,0.8000201
innodb-file-per-table,log_parameter_max_length_on_error,0.8000164
